id,rama_derecho,texto_original,texto_limpieza_base,texto_limpio_lematizado
192,Laboral,El empleador denuncia el acoso laboral y el despido injustificado sin el debido proceso de conformidad con los fallos hito de la Corte Suprema de Justicia.,el empleador denuncia el acoso laboral y el despido injustificado sin el debido proceso de conformidad con los fallos hito de la corte suprema de justicia,empleador denunciar acoso laboral despido injustificado proceso conformidad fallo hito corte supremo justicia
193,Civil_Y_Tierras,El acreedor hipotecario adelanta el proceso de pertenencia sobre la propiedad privada sujeta a función social tras demostrarse una explotación agraria pacífica y continua.,el acreedor hipotecario adelanta el proceso de pertenencia sobre la propiedad privada sujeta a funcion social tras demostrarse una explotacion agraria pacifica y continua,acreedor hipotecario adelantar proceso pertenencia propiedad privado sujeto funcion social demostrar él explotacion agrario pacifico continuo
194,Disciplinario_Policial,El comité disciplinario de la entidad asume la responsabilidad legal por el incumplimiento estricto de la Constitución Política lo cual genera una investigación interna de carácter preferente.,el comite disciplinario de la entidad asume la responsabilidad legal por el incumplimiento estricto de la constitucion politica lo cual genera una investigacion interna de caracter preferente,comite disciplinario entidad asumir responsabilidad legal incumplimiento estricto constitucion politico generar investigacion interno caracter preferente
195,Etnico_Y_Victimas,La jurisdicción especial indígena ejerce el derecho fundamental a los territorios colectivos inalienables por causa del desplazamiento forzado interno en zonas rurales.,la jurisdiccion especial indigena ejerce el derecho fundamental a los territorios colectivos inalienables por causa del desplazamiento forzado interno en zonas rurales,jurisdiccion especial indigena ejercer derecho fundamental territorio colectivo inalienabl causa desplazamiento forzado interno zona rural
196,Familia,El alimentante interpone medida de protección por la patria potestad por abandono de acuerdo con los ingresos reales demostrados.,el alimentante interpone medida de proteccion por la patria potestad por abandono de acuerdo con los ingresos reales demostrados,alimentante interponer medida proteccion patria potestad abandono ingreso real demostrado
197,Laboral,El juez laboral del circuito exige el reconocimiento de las horas extras y recargos nocturnos sin que medie discriminación por razones de nacionalidad o género.,el juez laboral del circuito exige el reconocimiento de las horas extras y recargos nocturnos sin que medie discriminacion por razones de nacionalidad o genero,juez laboral circuito exigir reconocimiento hora extra recargo nocturno medie discriminacion razón nacionalidad genero
198,Civil_Y_Tierras,El poseedor del bien inmueble solicita la restitución del predio por la propiedad privada sujeta a función social requiriendo el pago justo de una indemnización previa.,el poseedor del bien inmueble solicita la restitucion del predio por la propiedad privada sujeta a funcion social requiriendo el pago justo de una indemnizacion previa,poseedor inmueble solicitar restitucion predio propiedad privado sujeto funcion social requerir pago justo indemnizacion previo
199,Disciplinario_Policial,"El funcionario de la procuraduría debe actuar bajo el principio de tratos crueles, inhumanos o degradantes según los parámetros vigentes de la Ley 1952 de 2019.",el funcionario de la procuraduria debe actuar bajo el principio de tratos crueles inhumanos o degradantes segun los parametros vigentes de la ley de,funcionario procuraduria actuar principio trato cruel inhumano degradant parametro vigente ley
200,Etnico_Y_Victimas,La jurisdicción especial indígena recibirá atención humanitaria de emergencia por el despojo violento de predios rurales para asegurar la supervivencia física y cultural del pueblo.,la jurisdiccion especial indigena recibira atencion humanitaria de emergencia por el despojo violento de predios rurales para asegurar la supervivencia fisica y cultural del pueblo,jurisdiccion especial indigenar recibira atencion humanitaria emergencia despojo violento predio rural asegurar supervivencia fisico cultural pueblo
201,Familia,El alimentante deberá fijar la cuota alimentaria obligatoria de forma inmediata para mitigar el riesgo inminente.,el alimentante debera fijar la cuota alimentaria obligatoria de forma inmediata para mitigar el riesgo inminente,alimentante deberar fijar cuota alimentario obligatorio forma inmediato mitigar riesgo inminente
202,Laboral,El inspector de trabajo está obligado a pagar el despido injustificado sin el debido proceso de conformidad con los fallos hito de la Corte Suprema de Justicia.,el inspector de trabajo esta obligado a pagar el despido injustificado sin el debido proceso de conformidad con los fallos hito de la corte suprema de justicia,inspector trabajo obligado pagar despido injustificado proceso conformidad fallo hito corte supremo justicia
203,Civil_Y_Tierras,El juez civil municipal está obligado a otorgar la escritura pública ante el notario para sanear legalmente los títulos de propiedad de la tierra.,el juez civil municipal esta obligado a otorgar la escritura publica ante el notario para sanear legalmente los titulos de propiedad de la tierra,juez civil municipal obligado otorgar escritura publicar notario sanear legalmente titulo propiedad tierra
204,Disciplinario_Policial,El personero municipal será sancionado con destitución e inhabilidad ante actos que configuren discriminación u hostigamiento salvo que concurra una causal de exclusión de responsabilidad.,el personero municipal sera sancionado con destitucion e inhabilidad ante actos que configuren discriminacion u hostigamiento salvo que concurra una causal de exclusion de responsabilidad,personero municipal sancionado destitucion inhabilidad acto configurir discriminacion hostigamiento concurrar causal exclusion responsabilidad
205,Etnico_Y_Victimas,La población víctima del conflicto armado goza de medidas de protección contra el despojo violento de predios rurales financiado por el fondo nacional de atención a víctimas.,la poblacion victima del conflicto armado goza de medidas de proteccion contra el despojo violento de predios rurales financiado por el fondo nacional de atencion a victimas,poblacion victimo conflicto armado gozar medida proteccion despojo violento predio rural financiado fondo nacional atencion victima
206,Familia,El comisario de familia declarará la existencia de los derechos del niño interviniente ante la notaría pública o centro de conciliación.,el comisario de familia declarara la existencia de los derechos del niño interviniente ante la notaria publica o centro de conciliacion,comisario familia declarar existencia derecho niño interviniente notaria publico centro conciliacion
207,Laboral,La trabajadora en estado de embarazo denuncia el acoso laboral y las horas extras y recargos nocturnos de manera inmediata tras la terminación del vínculo contractual.,la trabajadora en estado de embarazo denuncia el acoso laboral y las horas extras y recargos nocturnos de manera inmediata tras la terminacion del vinculo contractual,trabajadora embarazo denunciar acoso laboral hora extra recargo nocturno inmediato terminacion vinculo contractual
